Date;Y;mon;usrec;5 YR
1934-4-01;1934;4;0.2431;2.56
1934-5-01;1934;5;0.2431;2.34
1934-6-01;1934;6;0.2431;2.18
1934-7-01;1934;7;0.2431;2.2
1934-8-01;1934;8;0.2431;2.47
1934-9-01;1934;9;0.2431;2.92
1934-10-01;1934;10;0.2431;2.61
1934-11-01;1934;11;0.2431;2.6
1934-12-01;1934;12;0.2431;2.35
1935-1-01;1935;1;0.2431;2.15
1935-2-01;1935;2;0.2431;1.93
1935-3-01;1935;3;0.2431;1.8
1935-4-01;1935;4;0.2431;1.77
1935-5-01;1935;5;0.2431;1.79
1935-6-01;1935;6;0.2431;1.67
1935-7-01;1935;7;0.2431;1.65
1935-8-01;1935;8;0.2431;1.91
1935-9-01;1935;9;0.2431;2.06
1935-10-01;1935;10;0.2431;1.91
1935-11-01;1935;11;0.2431;1.91
1935-12-01;1935;12;0.2431;1.79
1936-1-01;1936;1;0.2431;1.79
1936-2-01;1936;2;0.2431;1.67
1936-3-01;1936;3;0.2431;1.64
1936-4-01;1936;4;0.2431;1.63
1936-5-01;1936;5;0.2431;1.64
1936-6-01;1936;6;0.2431;1.7
1936-7-01;1936;7;0.2431;1.7
1936-8-01;1936;8;0.2431;1.62
1936-9-01;1936;9;0.2431;1.68
1936-10-01;1936;10;0.2431;1.72
1936-11-01;1936;11;0.2431;1.5
1936-12-01;1936;12;0.2431;1.64
1937-1-01;1937;1;0.2431;1.76
1937-2-01;1937;2;0.2431;1.81
1937-3-01;1937;3;0.2431;2.24
1937-4-01;1937;4;0.2431;2.23
1937-5-01;1937;5;0.2431;2.01
1937-6-01;1937;6;15.1776;2.11
1937-7-01;1937;7;15.1776;1.98
1937-8-01;1937;8;15.1776;2.18
1937-9-01;1937;9;15.1776;2.05
1937-10-01;1937;10;15.1776;2.01
1937-11-01;1937;11;15.1776;1.95
1937-12-01;1937;12;15.1776;1.81
1938-1-01;1938;1;15.1776;1.76
1938-2-01;1938;2;15.1776;1.67
1938-3-01;1938;3;15.1776;1.77
1938-4-01;1938;4;15.1776;1.5
1938-5-01;1938;5;15.1776;1.45
1938-6-01;1938;6;15.1776;1.33
1938-7-01;1938;7;0.2431;1.39
1938-8-01;1938;8;0.2431;1.39
1938-9-01;1938;9;0.2431;1.46
1938-10-01;1938;10;0.2431;1.35
1938-11-01;1938;11;0.2431;1.38
1938-12-01;1938;12;0.2431;1.26
1939-1-01;1939;1;0.2431;1.22
1939-2-01;1939;2;0.2431;1.16
1939-3-01;1939;3;0.2431;1.08
1939-4-01;1939;4;0.2431;1.05
1939-5-01;1939;5;0.2431;0.95
1939-6-01;1939;6;0.2431;1.06
1939-7-01;1939;7;0.2431;1.01
1939-8-01;1939;8;0.2431;1.32
1939-9-01;1939;9;0.2431;1.69
1939-10-01;1939;10;0.2431;1.28
1939-11-01;1939;11;0.2431;1.13
1939-12-01;1939;12;0.2431;0.99
1940-1-01;1940;1;0.2431;1.01
1940-2-01;1940;2;0.2431;0.99
1940-3-01;1940;3;0.2431;0.9
1940-4-01;1940;4;0.2431;0.92
1940-5-01;1940;5;0.2431;1.4
1940-6-01;1940;6;0.2431;1.08
1940-7-01;1940;7;0.2431;1.08
1940-8-01;1940;8;0.2431;0.99
1940-9-01;1940;9;0.2431;0.92
1940-10-01;1940;10;0.2431;0.86
1940-11-01;1940;11;0.2431;0.72
1940-12-01;1940;12;0.2431;0.72
1941-1-01;1941;1;0.2431;1.06
1941-2-01;1941;2;0.2431;0.95
1941-3-01;1941;3;0.2431;1.17
1941-4-01;1941;4;0.2431;1.12
1941-5-01;1941;5;0.2431;1.13
1941-6-01;1941;6;0.2431;1.05
1941-7-01;1941;7;0.2431;0.99
1941-8-01;1941;8;0.2431;1.03
1941-9-01;1941;9;0.2431;1.07
1941-10-01;1941;10;0.2431;1.13
1941-11-01;1941;11;0.2431;1.16
1941-12-01;1941;12;0.2431;1.37
1942-1-01;1942;1;0.2431;1.39
1942-2-01;1942;2;0.2431;1.44
1942-3-01;1942;3;0.2431;1.37
1942-4-01;1942;4;0.2431;1.45
1942-5-01;1942;5;0.2431;1.48
1942-6-01;1942;6;0.2431;1.52
1942-7-01;1942;7;0.2431;1.58
1942-8-01;1942;8;0.2431;1.59
1942-9-01;1942;9;0.2431;1.63
1942-10-01;1942;10;0.2431;1.6
1942-11-01;1942;11;0.2431;1.63
1942-12-01;1942;12;0.2431;1.63
1943-1-01;1943;1;0.2431;1.55
1943-2-01;1943;2;0.2431;1.57
1943-3-01;1943;3;0.2431;1.62
1943-4-01;1943;4;0.2431;1.63
1943-5-01;1943;5;0.2431;1.57
1943-6-01;1943;6;0.2431;1.53
1943-7-01;1943;7;0.2431;1.55
1943-8-01;1943;8;0.2431;1.58
1943-9-01;1943;9;0.2431;1.6
1943-10-01;1943;10;0.2431;1.62
1943-11-01;1943;11;0.2431;1.62
1943-12-01;1943;12;0.2431;1.62
1944-1-01;1944;1;0.2431;1.64
1944-2-01;1944;2;0.2431;1.63
1944-3-01;1944;3;0.2431;1.61
1944-4-01;1944;4;0.2431;1.59
1944-5-01;1944;5;0.2431;1.6
1944-6-01;1944;6;0.2431;1.63
1944-7-01;1944;7;0.2431;1.61
1944-8-01;1944;8;0.2431;1.57
1944-9-01;1944;9;0.2431;1.6
1944-10-01;1944;10;0.2431;1.63
1944-11-01;1944;11;0.2431;1.65
1944-12-01;1944;12;0.2431;1.65
1945-1-01;1945;1;0.2431;1.53
1945-2-01;1945;2;0.2431;1.49
1945-3-01;1945;3;15.1776;1.48
1945-4-01;1945;4;15.1776;1.4
1945-5-01;1945;5;15.1776;1.39
1945-6-01;1945;6;15.1776;1.35
1945-7-01;1945;7;15.1776;1.38
1945-8-01;1945;8;15.1776;1.4
1945-9-01;1945;9;15.1776;1.39
1945-10-01;1945;10;15.1776;1.35
1945-11-01;1945;11;0.2431;1.32
1945-12-01;1945;12;0.2431;1.28
1946-1-01;1946;1;0.2431;1.19
1946-2-01;1946;2;0.2431;1.12
1946-3-01;1946;3;0.2431;1.19
1946-4-01;1946;4;0.2431;1.32
1946-5-01;1946;5;0.2431;1.33
1946-6-01;1946;6;0.2431;1.28
1946-7-01;1946;7;0.2431;1.32
1946-8-01;1946;8;0.2431;1.37
1946-9-01;1946;9;0.2431;1.44
1946-10-01;1946;10;0.2431;1.42
1946-11-01;1946;11;0.2431;1.5
1946-12-01;1946;12;0.2431;1.43
1947-1-01;1947;1;0.2431;1.4
1947-2-01;1947;2;0.2431;1.4
1947-3-01;1947;3;0.2431;1.37
1947-4-01;1947;4;0.2431;1.43
1947-5-01;1947;5;0.2431;1.43
1947-6-01;1947;6;0.2431;1.46
1947-7-01;1947;7;0.2431;1.44
1947-8-01;1947;8;0.2431;1.4
1947-9-01;1947;9;0.2431;1.42
1947-10-01;1947;10;0.2431;1.55
1947-11-01;1947;11;0.2431;1.65
1947-12-01;1947;12;0.2431;1.77
1948-1-01;1948;1;0.2431;1.77
1948-2-01;1948;2;0.2431;1.75
1948-3-01;1948;3;0.2431;1.73
1948-4-01;1948;4;0.2431;1.73
1948-5-01;1948;5;0.2431;1.61
1948-6-01;1948;6;0.2431;1.74
1948-7-01;1948;7;0.2431;1.79
1948-8-01;1948;8;0.2431;1.82
1948-9-01;1948;9;0.2431;1.85
1948-10-01;1948;10;0.2431;1.89
1948-11-01;1948;11;0.2431;1.83
1948-12-01;1948;12;15.1776;1.76
1949-1-01;1949;1;15.1776;1.71
1949-2-01;1949;2;15.1776;1.71
1949-3-01;1949;3;15.1776;1.67
1949-4-01;1949;4;15.1776;1.65
1949-5-01;1949;5;15.1776;1.63
1949-6-01;1949;6;15.1776;1.53
1949-7-01;1949;7;15.1776;1.49
1949-8-01;1949;8;15.1776;1.42
1949-9-01;1949;9;15.1776;1.46
1949-10-01;1949;10;15.1776;1.47
1949-11-01;1949;11;0.2431;1.48
1949-12-01;1949;12;0.2431;1.43
1950-1-01;1950;1;0.2431;1.47
1950-2-01;1950;2;0.2431;1.48
1950-3-01;1950;3;0.2431;1.51
1950-4-01;1950;4;0.2431;1.56
1950-5-01;1950;5;0.2431;1.55
1950-6-01;1950;6;0.2431;1.6
1950-7-01;1950;7;0.2431;1.56
1950-8-01;1950;8;0.2431;1.62
1950-9-01;1950;9;0.2431;1.7
1950-10-01;1950;10;0.2431;1.8
1950-11-01;1950;11;0.2431;1.8
1950-12-01;1950;12;0.2431;1.78
1951-1-01;1951;1;0.2431;1.774
1951-2-01;1951;2;0.2431;1.808
1951-3-01;1951;3;0.2431;2.083
1951-4-01;1951;4;0.2431;2.075
1951-5-01;1951;5;0.2431;2.157
1951-6-01;1951;6;0.2431;2.11
1951-7-01;1951;7;0.2431;2.022
1951-8-01;1951;8;0.2431;1.99
1951-9-01;1951;9;0.2431;2.139
1951-10-01;1951;10;0.2431;2.173
1951-11-01;1951;11;0.2431;2.163
1951-12-01;1951;12;0.2431;2.238
1952-1-01;1952;1;0.2431;2.141
1952-2-01;1952;2;0.2431;2.276
1952-3-01;1952;3;0.2431;2.184
1952-4-01;1952;4;0.2431;2.096
1952-5-01;1952;5;0.2431;2.124
1952-6-01;1952;6;0.2431;2.237
1952-7-01;1952;7;0.2431;2.323
1952-8-01;1952;8;0.2431;2.411
1952-9-01;1952;9;0.2431;2.427
1952-10-01;1952;10;0.2431;2.339
1952-11-01;1952;11;0.2431;2.351
1952-12-01;1952;12;0.2431;2.379
1953-1-01;1953;1;0.2431;2.398
1953-2-01;1953;2;0.2431;2.44
1953-3-01;1953;3;0.2431;2.484
1953-4-01;1953;4;0.2431;2.761
1953-5-01;1953;5;0.2431;3.087
1953-6-01;1953;6;0.2431;2.763
1953-7-01;1953;7;0.2431;2.744
1953-8-01;1953;8;15.1776;2.858
1953-9-01;1953;9;15.1776;2.489
1953-10-01;1953;10;15.1776;2.435
1953-11-01;1953;11;15.1776;2.405
1953-12-01;1953;12;15.1776;2.208
1954-1-01;1954;1;15.1776;2.087
1954-2-01;1954;2;15.1776;1.978
1954-3-01;1954;3;15.1776;1.932
1954-4-01;1954;4;15.1776;1.77
1954-5-01;1954;5;15.1776;2.032
1954-6-01;1954;6;0.2431;1.854
1954-7-01;1954;7;0.2431;1.891
1954-8-01;1954;8;0.2431;1.914
1954-9-01;1954;9;0.2431;1.982
1954-10-01;1954;10;0.2431;2.118
1954-11-01;1954;11;0.2431;2.136
1954-12-01;1954;12;0.2431;2.21
1955-1-01;1955;1;0.2431;2.294
1955-2-01;1955;2;0.2431;2.47
1955-3-01;1955;3;0.2431;2.469
1955-4-01;1955;4;0.2431;2.529
1955-5-01;1955;5;0.2431;2.533
1955-6-01;1955;6;0.2431;2.662
1955-7-01;1955;7;0.2431;2.832
1955-8-01;1955;8;0.2431;2.895
1955-9-01;1955;9;0.2431;2.787
1955-10-01;1955;10;0.2431;2.702
1955-11-01;1955;11;0.2431;2.849
1955-12-01;1955;12;0.2431;2.883
1956-1-01;1956;1;0.2431;2.725
1956-2-01;1956;2;0.2431;2.765
1956-3-01;1956;3;0.2431;3.062
1956-4-01;1956;4;0.2431;3.128
1956-5-01;1956;5;0.2431;2.939
1956-6-01;1956;6;0.2431;2.973
1956-7-01;1956;7;0.2431;3.274
1956-8-01;1956;8;0.2431;3.538
1956-9-01;1956;9;0.2431;3.422
1956-10-01;1956;10;0.2431;3.509
1956-11-01;1956;11;0.2431;3.626
1956-12-01;1956;12;0.2431;3.711
1957-1-01;1957;1;0.2431;3.247
1957-2-01;1957;2;0.2431;3.394
1957-3-01;1957;3;0.2431;3.423
1957-4-01;1957;4;0.2431;3.571
1957-5-01;1957;5;0.2431;3.676
1957-6-01;1957;6;0.2431;3.831
1957-7-01;1957;7;0.2431;3.921
1957-8-01;1957;8;0.2431;3.819
1957-9-01;1957;9;15.1776;3.996
1957-10-01;1957;10;15.1776;3.949
1957-11-01;1957;11;15.1776;3.416
1957-12-01;1957;12;15.1776;2.855
1958-1-01;1958;1;15.1776;2.886
1958-2-01;1958;2;15.1776;2.652
1958-3-01;1958;3;15.1776;2.577
1958-4-01;1958;4;15.1776;2.409
1958-5-01;1958;5;0.2431;2.341
1958-6-01;1958;6;0.2431;2.554
1958-7-01;1958;7;0.2431;2.909
1958-8-01;1958;8;0.2431;3.704
1958-9-01;1958;9;0.2431;3.754
1958-10-01;1958;10;0.2431;3.684
1958-11-01;1958;11;0.2431;3.628
1958-12-01;1958;12;0.2431;3.82
1959-1-01;1959;1;0.2431;4.004
1959-2-01;1959;2;0.2431;3.791
1959-3-01;1959;3;0.2431;3.984
1959-4-01;1959;4;0.2431;4.178
1959-5-01;1959;5;0.2431;4.214
1959-6-01;1959;6;0.2431;4.412
1959-7-01;1959;7;0.2431;4.579
1959-8-01;1959;8;0.2431;4.667
1959-9-01;1959;9;0.2431;4.693
1959-10-01;1959;10;0.2431;4.691
1959-11-01;1959;11;0.2431;4.735
1959-12-01;1959;12;0.2431;4.807
1960-1-01;1960;1;0.2431;4.761
1960-2-01;1960;2;0.2431;4.599
1960-3-01;1960;3;0.2431;4.035
1960-4-01;1960;4;0.2431;4.488
1960-5-01;1960;5;15.1776;4.312
1960-6-01;1960;6;15.1776;3.993
1960-7-01;1960;7;15.1776;3.465
1960-8-01;1960;8;15.1776;3.56
1960-9-01;1960;9;15.1776;3.592
1960-10-01;1960;10;15.1776;3.658
1960-11-01;1960;11;15.1776;3.805
1960-12-01;1960;12;15.1776;3.436
1961-1-01;1961;1;15.1776;3.65
1961-2-01;1961;2;15.1776;3.535
1961-3-01;1961;3;0.2431;3.557
1961-4-01;1961;4;0.2431;3.469
1961-5-01;1961;5;0.2431;3.594
1961-6-01;1961;6;0.2431;3.7109
1961-7-01;1961;7;0.2431;3.7907
1961-8-01;1961;8;0.2431;3.8812
1961-9-01;1961;9;0.2431;3.7442
1961-10-01;1961;10;0.2431;3.7096
1961-11-01;1961;11;0.2431;3.7825
1961-12-01;1961;12;0.2431;3.8532
1962-1-01;1962;1;0.2431;3.9345
1962-2-01;1962;2;0.2431;3.7023
1962-3-01;1962;3;0.2431;3.595
1962-4-01;1962;4;0.2431;3.5891
1962-5-01;1962;5;0.2431;3.6032
1962-6-01;1962;6;0.2431;3.7516
1962-7-01;1962;7;0.2431;3.7982
1962-8-01;1962;8;0.2431;3.6469
1962-9-01;1962;9;0.2431;3.6321
1962-10-01;1962;10;0.2431;3.6203
1962-11-01;1962;11;0.2431;3.6021
1962-12-01;1962;12;0.2431;3.5312
1963-1-01;1963;1;0.2431;3.6424
1963-2-01;1963;2;0.2431;3.6771
1963-3-01;1963;3;0.2431;3.6873
1963-4-01;1963;4;0.2431;3.6875
1963-5-01;1963;5;0.2431;3.7312
1963-6-01;1963;6;0.2431;3.7807
1963-7-01;1963;7;0.2431;3.8369
1963-8-01;1963;8;0.2431;3.8759
1963-9-01;1963;9;0.2431;3.8944
1963-10-01;1963;10;0.2431;3.9379
1963-11-01;1963;11;0.2431;3.9396
1963-12-01;1963;12;0.2431;4.0094
1964-1-01;1964;1;0.2431;4.0123
1964-2-01;1964;2;0.2431;4.0618
1964-3-01;1964;3;0.2431;4.1443
1964-4-01;1964;4;0.2431;4.1013
1964-5-01;1964;5;0.2431;4.0428
1964-6-01;1964;6;0.2431;3.9922
1964-7-01;1964;7;0.2431;3.9816
1964-8-01;1964;8;0.2431;4.0177
1964-9-01;1964;9;0.2431;4.0179
1964-10-01;1964;10;0.2431;4.016
1964-11-01;1964;11;0.2431;4.0895
1964-12-01;1964;12;0.2431;4.0697
1965-1-01;1965;1;0.2431;4.0237
1965-2-01;1965;2;0.2431;4.0747
1965-3-01;1965;3;0.2431;4.1028
1965-4-01;1965;4;0.2431;4.0801
1965-5-01;1965;5;0.2431;4.0862
1965-6-01;1965;6;0.2431;4.0636
1965-7-01;1965;7;0.2431;4.1027
1965-8-01;1965;8;0.2431;4.1641
1965-9-01;1965;9;0.2431;4.2479
1965-10-01;1965;10;0.2431;4.3201
1965-11-01;1965;11;0.2431;4.3955
1965-12-01;1965;12;0.2431;4.7618
1966-1-01;1966;1;0.2431;4.8178
1966-2-01;1966;2;0.2431;4.9953
1966-3-01;1966;3;0.2431;4.7605
1966-4-01;1966;4;0.2431;4.803
1966-5-01;1966;5;0.2431;4.8922
1966-6-01;1966;6;0.2431;5.0291
1966-7-01;1966;7;0.2431;5.1864
1966-8-01;1966;8;0.2431;5.615
1966-9-01;1966;9;0.2431;5.2779
1966-10-01;1966;10;0.2431;5.1538
1966-11-01;1966;11;0.2431;5.2283
1966-12-01;1966;12;0.2431;4.7194
1967-1-01;1967;1;0.2431;4.5643
1967-2-01;1967;2;0.2431;4.6727
1967-3-01;1967;3;0.2431;4.3332
1967-4-01;1967;4;0.2431;4.6029
1967-5-01;1967;5;0.2431;4.6364
1967-6-01;1967;6;0.2431;5.1556
1967-7-01;1967;7;0.2431;4.9934
1967-8-01;1967;8;0.2431;5.2276
1967-9-01;1967;9;0.2431;5.255
1967-10-01;1967;10;0.2431;5.5639
1967-11-01;1967;11;0.2431;5.6335
1967-12-01;1967;12;0.2431;5.6895
1968-1-01;1968;1;0.2431;5.4504
1968-2-01;1968;2;0.2431;5.5104
1968-3-01;1968;3;0.2431;5.6667
1968-4-01;1968;4;0.2431;5.7918
1968-5-01;1968;5;0.2431;5.7676
1968-6-01;1968;6;0.2431;5.6056
1968-7-01;1968;7;0.2431;5.3159
1968-8-01;1968;8;0.2431;5.3615
1968-9-01;1968;9;0.2431;5.393
1968-10-01;1968;10;0.2431;5.4865
1968-11-01;1968;11;0.2431;5.5904
1968-12-01;1968;12;0.2431;6.1359
1969-1-01;1969;1;0.2431;6.0664
1969-2-01;1969;2;0.2431;6.2321
1969-3-01;1969;3;0.2431;6.1482
1969-4-01;1969;4;0.2431;6.1302
1969-5-01;1969;5;0.2431;6.4395
1969-6-01;1969;6;0.2431;6.7172
1969-7-01;1969;7;0.2431;6.7165
1969-8-01;1969;8;0.2431;6.8872
1969-9-01;1969;9;0.2431;7.6843
1969-10-01;1969;10;0.2431;7.0315
1969-11-01;1969;11;0.2431;7.2357
1969-12-01;1969;12;0.2431;7.7605
1970-1-01;1970;1;15.1776;7.9511
1970-2-01;1970;2;15.1776;7.1404
1970-3-01;1970;3;15.1776;7.0807
1970-4-01;1970;4;15.1776;7.7833
1970-5-01;1970;5;15.1776;7.6336
1970-6-01;1970;6;15.1776;7.6239
1970-7-01;1970;7;15.1776;7.4425
1970-8-01;1970;8;15.1776;7.3548
1970-9-01;1970;9;15.1776;7.0802
1970-10-01;1970;10;15.1776;6.9337
1970-11-01;1970;11;15.1776;6.0668
1970-12-01;1970;12;0.2431;6.0131
1971-1-01;1971;1;0.2431;5.8492
1971-2-01;1971;2;0.2431;5.4941
1971-3-01;1971;3;0.2431;5.1056
1971-4-01;1971;4;0.2431;6.0211
1971-5-01;1971;5;0.2431;6.169
1971-6-01;1971;6;0.2431;6.7676
1971-7-01;1971;7;0.2431;6.8556
1971-8-01;1971;8;0.2431;5.9922
1971-9-01;1971;9;0.2431;5.9257
1971-10-01;1971;10;0.2431;5.6652
1971-11-01;1971;11;0.2431;5.7347
1971-12-01;1971;12;0.2431;5.52
1972-1-01;1972;1;0.2431;5.771
1972-2-01;1972;2;0.2431;5.7185
1972-3-01;1972;3;0.2431;6.0221
1972-4-01;1972;4;0.2431;5.8703
1972-5-01;1972;5;0.2431;5.7687
1972-6-01;1972;6;0.2431;5.9528
1972-7-01;1972;7;0.2431;5.9459
1972-8-01;1972;8;0.2431;6.1717
1972-9-01;1972;9;0.2431;6.1972
1972-10-01;1972;10;0.2431;6.1725
1972-11-01;1972;11;0.2431;6.0756
1972-12-01;1972;12;0.2431;6.1788
1973-1-01;1973;1;0.2431;6.365
1973-2-01;1973;2;0.2431;6.6054
1973-3-01;1973;3;0.2431;6.6639
1973-4-01;1973;4;0.2431;6.6194
1973-5-01;1973;5;0.2431;6.6787
1973-6-01;1973;6;0.2431;6.7763
1973-7-01;1973;7;0.2431;7.5045
1973-8-01;1973;8;0.2431;7.0397
1973-9-01;1973;9;0.2431;6.5756
1973-10-01;1973;10;0.2431;6.652
1973-11-01;1973;11;0.2431;6.5905
1973-12-01;1973;12;15.1776;6.6747
1974-1-01;1974;1;15.1776;6.8001
1974-2-01;1974;2;15.1776;6.8541
1974-3-01;1974;3;15.1776;7.4387
1974-4-01;1974;4;15.1776;7.867
1974-5-01;1974;5;15.1776;7.7553
1974-6-01;1974;6;15.1776;7.9259
1974-7-01;1974;7;15.1776;8.1825
1974-8-01;1974;8;15.1776;8.2579
1974-9-01;1974;9;15.1776;7.8559
1974-10-01;1974;10;15.1776;7.7331
1974-11-01;1974;11;15.1776;7.37
1974-12-01;1974;12;15.1776;7.1597
1975-1-01;1975;1;15.1776;7.1207
1975-2-01;1975;2;15.1776;6.9345
1975-3-01;1975;3;15.1776;7.2657
1975-4-01;1975;4;0.2431;7.8282
1975-5-01;1975;5;0.2431;7.4464
1975-6-01;1975;6;0.2431;7.5322
1975-7-01;1975;7;0.2431;7.7762
1975-8-01;1975;8;0.2431;7.895
1975-9-01;1975;9;0.2431;8.1755
1975-10-01;1975;10;0.2431;7.5381
1975-11-01;1975;11;0.2431;7.7131
1975-12-01;1975;12;0.2431;7.3657
1976-1-01;1976;1;0.2431;7.3291
1976-2-01;1976;2;0.2431;7.3342
1976-3-01;1976;3;0.2431;7.266
1976-4-01;1976;4;0.2431;7.2337
1976-5-01;1976;5;0.2431;7.6016
1976-6-01;1976;6;0.2431;7.4324
1976-7-01;1976;7;0.2431;7.3513
1976-8-01;1976;8;0.2431;7.1714
1976-9-01;1976;9;0.2431;6.9995
1976-10-01;1976;10;0.2431;6.7897
1976-11-01;1976;11;0.2431;6.1783
1976-12-01;1976;12;0.2431;6.1907
1977-1-01;1977;1;0.2431;6.8797
1977-2-01;1977;2;0.2431;6.9052
1977-3-01;1977;3;0.2431;6.874
1977-4-01;1977;4;0.2431;6.8844
1977-5-01;1977;5;0.2431;6.8245
1977-6-01;1977;6;0.2431;6.6655
1977-7-01;1977;7;0.2431;6.96
1977-8-01;1977;8;0.2431;6.8934
1977-9-01;1977;9;0.2431;7.0308
1977-10-01;1977;10;0.2431;7.3029
1977-11-01;1977;11;0.2431;7.2345
1977-12-01;1977;12;0.2431;7.4647
1978-1-01;1978;1;0.2431;7.6389
1978-2-01;1978;2;0.2431;7.7428
1978-3-01;1978;3;0.2431;7.828
1978-4-01;1978;4;0.2431;7.9287
1978-5-01;1978;5;0.2431;8.1052
1978-6-01;1978;6;0.2431;8.3643
1978-7-01;1978;7;0.2431;8.2984
1978-8-01;1978;8;0.2431;8.2008
1978-9-01;1978;9;0.2431;8.2958
1978-10-01;1978;10;0.2431;8.8198
1978-11-01;1978;11;0.2431;8.7032
1978-12-01;1978;12;0.2431;9.063
1979-1-01;1979;1;0.2431;8.7648
1979-2-01;1979;2;0.2431;9.003
1979-3-01;1979;3;0.2431;8.9496
1979-4-01;1979;4;0.2431;9.1056
1979-5-01;1979;5;0.2431;8.8316
1979-6-01;1979;6;0.2431;8.5215
1979-7-01;1979;7;0.2431;8.7569
1979-8-01;1979;8;0.2431;9.0398
1979-9-01;1979;9;0.2431;9.2601
1979-10-01;1979;10;0.2431;10.6947
1979-11-01;1979;11;0.2431;10.0006
1979-12-01;1979;12;0.2431;9.9727
1980-1-01;1980;1;0.2431;10.6231
1980-2-01;1980;2;15.1776;12.4214
1980-3-01;1980;3;15.1776;12.0978
1980-4-01;1980;4;15.1776;10.1612
1980-5-01;1980;5;15.1776;9.4126
1980-6-01;1980;6;15.1776;9.3483
1980-7-01;1980;7;15.1776;9.9544
1980-8-01;1980;8;0.2431;11.1947
1980-9-01;1980;9;0.2431;11.4055
1980-10-01;1980;10;0.2431;12.1681
1980-11-01;1980;11;0.2431;12.4114
1980-12-01;1980;12;0.2431;11.9982
1981-1-01;1981;1;0.2431;12.1661
1981-2-01;1981;2;0.2431;12.911
1981-3-01;1981;3;0.2431;12.8121
1981-4-01;1981;4;0.2431;13.6137
1981-5-01;1981;5;0.2431;13.0803
1981-6-01;1981;6;0.2431;13.3192
1981-7-01;1981;7;0.2431;14.2177
1981-8-01;1981;8;15.1776;14.8433
1981-9-01;1981;9;15.1776;15.1776
1981-10-01;1981;10;15.1776;14.11
1981-11-01;1981;11;15.1776;12.3111
1981-12-01;1981;12;15.1776;13.4752
1982-1-01;1982;1;15.1776;13.6452
1982-2-01;1982;2;15.1776;13.4317
1982-3-01;1982;3;15.1776;13.6875
1982-4-01;1982;4;15.1776;13.2452
1982-5-01;1982;5;15.1776;13.1059
1982-6-01;1982;6;15.1776;13.8809
1982-7-01;1982;7;15.1776;13.048
1982-8-01;1982;8;15.1776;12.1179
1982-9-01;1982;9;15.1776;11.4792
1982-10-01;1982;10;15.1776;10.5121
1982-11-01;1982;11;15.1776;10.5917
1982-12-01;1982;12;0.2431;10.2811
1983-1-01;1983;1;0.2431;10.5141
1983-2-01;1983;2;0.2431;10.0424
1983-3-01;1983;3;0.2431;10.3417
1983-4-01;1983;4;0.2431;9.9902
1983-5-01;1983;5;0.2431;10.5171
1983-6-01;1983;6;0.2431;10.6915
1983-7-01;1983;7;0.2431;11.4285
1983-8-01;1983;8;0.2431;11.5428
